released,colour,year,age,sex,employed,citizen,checks
Yes,Black,2001,25,Male,Yes,Yes,2
Yes,Black,2000,30,Female,Yes,Yes,3
Yes,Black,2001,29,Male,Yes,Yes,0
Yes,Black,2001,36,Male,Yes,Yes,2
Yes,White,1999,20,Male,No,Yes,2
No,White,2001,28,Male,Yes,No,0
Yes,White,2000,21,Male,Yes,Yes,1
Yes,White,1998,16,Male,Yes,Yes,1
Yes,White,1999,22,Male,No,Yes,4
Yes,White,2000,17,Male,Yes,Yes,1
Yes,White,2001,18,Male,Yes,Yes,0
Yes,White,2002,35,Female,No,Yes,2
No,Black,1998,30,Female,No,Yes,3
Yes,White,2001,19,Male,No,Yes,2
Yes,White,1997,19,Male,Yes,No,2
Yes,White,1999,15,Male,Yes,Yes,0
No,White,2002,25,Male,No,Yes,0
Yes,White,1997,30,Male,Yes,Yes,4
Yes,White,1999,16,Female,Yes,Yes,0
Yes,White,1999,39,Male,Yes,Yes,0
Yes,White,2001,16,Male,No,Yes,3
No,White,2001,15,Male,Yes,Yes,3
Yes,White,1999,21,Male,Yes,No,0
Yes,Black,1997,30,Male,Yes,Yes,3
Yes,White,2000,16,Male,Yes,Yes,2
Yes,White,1999,20,Male,Yes,Yes,0
Yes,White,1999,19,Male,Yes,Yes,4
Yes,Black,2001,19,Male,Yes,Yes,1
Yes,White,2000,16,Male,Yes,Yes,0
Yes,White,1999,18,Male,Yes,Yes,4
No,Black,2000,17,Male,No,No,2
Yes,White,1999,22,Male,Yes,Yes,0
Yes,Black,1998,17,Female,Yes,Yes,0
No,White,1998,18,Male,Yes,No,0
Yes,White,2000,22,Male,Yes,Yes,1
Yes,White,1998,21,Male,Yes,Yes,0
Yes,White,1999,23,Male,Yes,No,3
Yes,White,1999,21,Male,Yes,Yes,2
Yes,White,2000,16,Male,Yes,Yes,0
Yes,Black,1999,37,Male,No,No,1
Yes,White,2000,18,Male,Yes,Yes,2
Yes,White,2001,24,Male,Yes,Yes,1
Yes,White,1998,20,Male,No,No,4
Yes,White,2000,35,Male,Yes,Yes,0
Yes,White,2001,40,Male,Yes,Yes,0
No,White,1999,21,Male,Yes,Yes,2
Yes,White,2000,25,Male,No,Yes,3
Yes,Black,2002,19,Male,No,Yes,4
Yes,White,1999,23,Male,Yes,Yes,3
Yes,White,1998,31,Male,Yes,Yes,0
Yes,White,2001,17,Female,Yes,Yes,4
No,Black,1999,38,Male,Yes,Yes,4
Yes,White,1998,19,Male,No,Yes,2
Yes,Black,1997,18,Male,No,No,5
Yes,White,2001,19,Male,No,Yes,0
No,White,1999,20,Male,Yes,Yes,0
No,White,2001,17,Male,No,Yes,5
Yes,White,1998,17,Male,Yes,Yes,0
Yes,White,1999,34,Male,Yes,Yes,4
Yes,White,1997,24,Male,Yes,No,3
No,White,2000,15,Male,Yes,Yes,4
Yes,White,1997,27,Male,No,No,3
Yes,White,2001,20,Male,No,Yes,3
No,White,2001,18,Male,Yes,Yes,0
No,Black,1999,32,Male,Yes,Yes,4
Yes,White,1999,20,Male,Yes,Yes,4
Yes,White,1999,19,Male,Yes,Yes,0
Yes,Black,1997,16,Male,Yes,No,0
Yes,White,2000,52,Male,Yes,Yes,3
Yes,White,2000,20,Male,Yes,Yes,0
Yes,White,1997,18,Male,Yes,No,0
Yes,White,1997,16,Male,Yes,No,0
No,Black,2000,21,Male,No,No,3
Yes,Black,2000,45,Male,Yes,No,1
No,Black,2001,17,Female,Yes,Yes,0
Yes,White,1998,40,Male,Yes,Yes,1
Yes,White,1998,18,Male,Yes,Yes,0
Yes,Black,1998,31,Male,Yes,Yes,1
Yes,White,2000,18,Female,No,Yes,2
Yes,White,1999,16,Male,No,Yes,1
Yes,White,2000,20,Male,Yes,Yes,0
Yes,Black,2001,20,Male,Yes,No,0
Yes,White,2001,25,Male,Yes,Yes,0
Yes,Black,1997,17,Male,Yes,Yes,4
Yes,White,2002,56,Male,Yes,Yes,0
Yes,White,2001,24,Male,Yes,Yes,0
Yes,White,2000,16,Male,Yes,Yes,1
Yes,White,1998,19,Male,Yes,Yes,4
Yes,White,1997,18,Male,Yes,No,5
Yes,Black,1999,23,Male,Yes,Yes,0
No,White,2000,27,Male,No,Yes,4
Yes,White,1998,22,Male,Yes,Yes,4
Yes,White,1999,51,Male,Yes,Yes,4
No,Black,1998,15,Male,Yes,Yes,5
Yes,White,2000,19,Male,Yes,Yes,0
Yes,White,1999,22,Male,Yes,Yes,2
Yes,Black,2001,27,Male,Yes,Yes,0
Yes,White,1999,19,Male,Yes,Yes,1
Yes,Black,2002,17,Male,Yes,Yes,1
Yes,White,1999,25,Male,No,Yes,0
No,White,1999,14,Male,Yes,Yes,0
Yes,White,1997,16,Male,Yes,No,0
Yes,White,2000,25,Male,Yes,Yes,2
Yes,White,1997,15,Male,Yes,Yes,0
Yes,White,2000,17,Male,Yes,Yes,0
Yes,Black,2000,16,Male,Yes,No,0
No,White,1998,19,Male,Yes,Yes,0
Yes,White,2001,21,Male,Yes,Yes,0
Yes,White,2001,18,Male,Yes,Yes,0
No,White,1998,32,Male,No,Yes,4
Yes,Black,1997,27,Male,Yes,Yes,0
Yes,White,2001,30,Male,Yes,Yes,0
No,Black,1998,23,Male,Yes,Yes,3
Yes,White,2001,20,Male,Yes,Yes,2
Yes,White,2000,22,Male,Yes,Yes,0
Yes,Black,1999,20,Male,No,No,0
Yes,Black,1998,15,Male,No,Yes,5
Yes,White,1998,19,Male,No,Yes,0
Yes,White,2000,19,Male,Yes,Yes,1
Yes,Black,2000,17,Male,No,Yes,1
Yes,Black,1999,19,Female,Yes,Yes,0
Yes,White,1999,17,Male,No,Yes,1
Yes,Black,1998,37,Male,Yes,Yes,3
Yes,White,2002,19,Male,Yes,Yes,2
Yes,White,1997,21,Male,Yes,Yes,0
Yes,White,2001,21,Male,Yes,Yes,0
Yes,White,1999,21,Male,No,Yes,0
No,Black,1998,21,Male,No,No,3
Yes,Black,1998,25,Male,Yes,No,2
Yes,Black,2000,37,Female,No,Yes,2
No,Black,1999,27,Male,Yes,Yes,3
Yes,White,1999,21,Male,Yes,Yes,1
Yes,White,2001,15,Male,Yes,Yes,2
Yes,White,1997,19,Male,Yes,Yes,3
Yes,White,1999,40,Male,Yes,Yes,3
Yes,Black,2000,38,Male,No,Yes,4
Yes,White,1998,16,Male,Yes,Yes,0
Yes,White,2000,28,Male,Yes,Yes,3
Yes,Black,1999,25,Male,Yes,No,0
No,Black,2001,18,Male,No,Yes,2
Yes,White,1999,20,Male,Yes,Yes,1
Yes,White,2000,16,Male,Yes,Yes,1
Yes,Black,2000,13,Male,Yes,Yes,0
Yes,White,1998,16,Male,Yes,Yes,4
Yes,Black,2001,21,Male,No,Yes,3
Yes,White,2001,17,Male,Yes,Yes,1
Yes,White,1998,40,Male,Yes,Yes,1
Yes,White,2000,39,Male,Yes,No,2
Yes,White,2001,28,Male,No,Yes,0
Yes,White,1997,21,Female,Yes,Yes,1
Yes,White,1998,20,Male,Yes,Yes,0
Yes,White,2001,20,Male,Yes,Yes,2
Yes,White,2002,14,Male,Yes,Yes,0
Yes,White,2000,22,Male,Yes,Yes,3
Yes,White,1998,26,Male,Yes,Yes,0
Yes,Black,2000,23,Male,No,Yes,4
Yes,White,1999,45,Male,No,Yes,0
Yes,Black,1999,25,Male,No,Yes,3
Yes,White,2001,22,Male,Yes,Yes,2
Yes,White,1998,22,Female,Yes,Yes,1
Yes,White,2001,17,Male,Yes,Yes,0
Yes,White,2001,19,Male,Yes,Yes,0
Yes,White,1998,20,Male,No,Yes,0
Yes,White,2001,18,Male,Yes,Yes,2
Yes,White,2001,23,Male,No,Yes,0
Yes,White,1999,34,Male,Yes,Yes,1
Yes,Black,2000,52,Female,No,No,3
Yes,Black,1999,19,Male,No,Yes,1
Yes,White,1999,20,Male,Yes,No,0
Yes,White,2000,33,Male,Yes,Yes,0
Yes,White,1997,18,Male,No,No,3
Yes,White,2001,25,Male,Yes,Yes,0
Yes,White,2001,39,Male,Yes,Yes,2
Yes,White,1998,20,Male,No,Yes,3
Yes,White,2000,20,Male,Yes,Yes,1
Yes,White,2000,24,Male,Yes,Yes,0
Yes,White,2001,26,Male,Yes,Yes,5
No,White,1999,20,Male,Yes,Yes,0
No,White,1999,20,Male,Yes,Yes,4
Yes,White,1998,21,Male,Yes,Yes,1
Yes,White,1999,21,Male,Yes,Yes,2
Yes,White,2000,17,Male,Yes,Yes,1
Yes,White,2001,24,Female,Yes,Yes,0
No,White,2001,32,Male,No,Yes,3
Yes,White,2000,22,Male,Yes,Yes,0
Yes,White,1999,17,Male,Yes,Yes,1
Yes,White,1998,26,Male,Yes,Yes,1
Yes,White,2001,18,Male,Yes,Yes,2
Yes,White,2000,19,Male,Yes,Yes,4
Yes,White,1998,36,Male,Yes,Yes,3
Yes,Black,2000,32,Male,Yes,No,4
Yes,Black,2001,21,Male,Yes,Yes,2
Yes,White,2000,25,Male,Yes,Yes,0
No,White,2002,37,Male,Yes,Yes,2
No,White,1997,12,Male,Yes,No,5
Yes,White,1999,19,Male,Yes,Yes,4
No,White,2000,39,Male,No,Yes,4
Yes,White,1998,19,Male,No,Yes,3
No,White,1997,18,Female,No,No,0
Yes,White,2000,23,Male,Yes,Yes,4
Yes,White,1998,34,Male,Yes,Yes,2
Yes,White,1997,18,Male,Yes,No,0
Yes,White,2000,16,Male,Yes,Yes,0
Yes,White,1998,48,Female,Yes,Yes,0
No,White,1997,17,Male,Yes,No,1
Yes,White,1997,19,Male,Yes,No,0
Yes,White,1998,17,Male,Yes,Yes,3
Yes,White,1999,23,Male,Yes,Yes,0
Yes,White,2001,13,Female,Yes,Yes,0
Yes,White,1999,31,Male,Yes,Yes,1
Yes,White,1998,18,Male,No,Yes,1
No,White,1998,19,Male,No,Yes,4
No,Black,2000,21,Male,No,Yes,1
Yes,Black,1998,27,Male,Yes,Yes,3
Yes,White,1999,24,Male,Yes,Yes,3
Yes,White,2002,33,Male,Yes,Yes,0
Yes,White,1997,19,Female,Yes,No,1
Yes,White,1998,19,Male,Yes,Yes,5
Yes,Black,2002,22,Male,No,Yes,0
Yes,White,1999,21,Male,Yes,Yes,1
Yes,White,2001,17,Male,Yes,Yes,0
No,White,2001,19,Male,Yes,Yes,2
Yes,White,1997,19,Male,Yes,Yes,4
No,Black,1998,20,Male,No,Yes,1
Yes,White,2001,15,Female,Yes,Yes,0
Yes,White,2000,32,Male,Yes,Yes,1
No,White,2001,16,Male,No,Yes,3
Yes,White,2000,19,Male,Yes,No,0
Yes,Black,2001,23,Male,Yes,Yes,0
Yes,Black,2001,15,Male,No,No,2
Yes,White,1999,20,Male,Yes,Yes,0
Yes,White,1999,20,Male,No,Yes,0
Yes,Black,2001,19,Male,Yes,Yes,2
Yes,White,1998,21,Male,Yes,No,1
Yes,White,2001,19,Male,No,No,0
Yes,White,2000,26,Male,Yes,Yes,0
Yes,White,1999,25,Male,Yes,Yes,1
Yes,White,2002,33,Male,Yes,Yes,2
Yes,White,2001,20,Male,Yes,Yes,1
Yes,Black,2000,36,Male,Yes,Yes,3
Yes,White,2000,20,Male,Yes,Yes,0
Yes,Black,1999,36,Male,Yes,No,1
Yes,White,2000,27,Male,Yes,Yes,1
No,White,1998,16,Male,No,No,3
Yes,White,1998,17,Male,Yes,Yes,5
No,Black,1997,21,Male,No,No,4
Yes,White,1998,28,Male,Yes,Yes,2
No,White,1998,17,Male,Yes,Yes,4
No,Black,1999,24,Male,No,Yes,3
Yes,White,1997,17,Male,Yes,Yes,0
Yes,White,2001,23,Female,Yes,Yes,0
No,White,2001,19,Male,Yes,Yes,3
Yes,White,2002,19,Male,Yes,Yes,1
Yes,White,1997,17,Male,Yes,No,0
No,White,2001,21,Male,Yes,Yes,1
Yes,Black,1999,28,Male,No,Yes,3
No,Black,2002,18,Male,Yes,Yes,1
Yes,White,1999,20,Male,Yes,Yes,0
Yes,White,1997,31,Male,Yes,Yes,3
Yes,White,1999,24,Male,Yes,Yes,0
Yes,White,1998,44,Female,Yes,Yes,0
Yes,White,1999,19,Male,Yes,Yes,3
Yes,White,1997,31,Female,Yes,No,0
Yes,White,2001,15,Male,Yes,Yes,0
Yes,White,2001,23,Male,Yes,Yes,1
Yes,White,1999,21,Male,Yes,Yes,0
Yes,White,1999,14,Male,Yes,Yes,0
Yes,White,2001,21,Male,Yes,No,0
Yes,White,2000,23,Male,Yes,Yes,2
No,White,1997,33,Male,Yes,Yes,3
Yes,White,1997,34,Male,No,No,4
Yes,White,1997,17,Male,Yes,Yes,3
Yes,White,2002,20,Male,Yes,Yes,0
Yes,White,2000,18,Female,Yes,Yes,0
No,White,1999,33,Male,No,Yes,3
No,White,1997,23,Male,No,No,4
No,White,2000,22,Male,Yes,No,4
Yes,White,1999,28,Male,Yes,No,0
Yes,White,1999,45,Male,Yes,Yes,0
No,White,2001,17,Male,Yes,Yes,3
Yes,White,2001,19,Male,Yes,Yes,1
No,White,2001,16,Male,Yes,Yes,2
Yes,White,1998,37,Male,No,Yes,3
Yes,Black,2001,21,Male,No,Yes,2
Yes,White,2000,21,Male,No,Yes,0
Yes,White,1998,20,Male,Yes,Yes,3
Yes,Black,2002,35,Male,Yes,Yes,0
Yes,Black,2001,38,Male,Yes,No,3
Yes,White,1999,17,Male,Yes,Yes,1
Yes,White,2001,18,Male,Yes,Yes,0
Yes,Black,1999,23,Male,No,Yes,1
Yes,Black,1999,17,Male,Yes,Yes,0
Yes,White,2001,19,Male,Yes,Yes,3
Yes,White,2000,20,Male,Yes,Yes,2
Yes,White,2000,16,Male,Yes,Yes,4
Yes,Black,1997,27,Male,Yes,No,0
Yes,White,2002,26,Male,Yes,Yes,3
Yes,White,1997,32,Male,No,No,2
No,Black,1998,28,Male,Yes,No,1
Yes,White,2001,18,Male,Yes,Yes,0
Yes,Black,2001,22,Male,No,Yes,3
Yes,White,2001,17,Male,Yes,Yes,4
Yes,White,1998,14,Male,Yes,Yes,1
Yes,White,1999,17,Male,Yes,Yes,2
Yes,White,2001,35,Male,Yes,Yes,3
Yes,White,2001,19,Female,Yes,Yes,1
Yes,Black,2002,19,Male,Yes,Yes,2
Yes,White,2000,16,Male,Yes,Yes,2
Yes,White,2000,19,Male,No,Yes,3
Yes,White,2000,24,Male,Yes,Yes,1
Yes,Black,1999,20,Male,Yes,Yes,0
Yes,White,2000,13,Male,Yes,Yes,0
Yes,White,2002,16,Male,Yes,Yes,1
Yes,White,2000,17,Male,Yes,Yes,0
Yes,White,2002,21,Male,No,No,3
Yes,White,1997,19,Male,Yes,No,0
Yes,White,1997,19,Male,Yes,No,0
Yes,White,1998,24,Male,No,Yes,2
Yes,White,2000,18,Male,Yes,Yes,2
Yes,White,2000,33,Male,No,Yes,3
Yes,White,1997,20,Male,Yes,No,0
Yes,White,1997,17,Male,Yes,No,4
Yes,White,2000,25,Male,No,Yes,0
Yes,White,1999,29,Male,Yes,Yes,4
Yes,Black,2000,16,Male,Yes,Yes,1
Yes,White,2001,27,Male,Yes,Yes,0
Yes,White,2000,17,Male,Yes,Yes,0
Yes,White,2000,33,Male,Yes,Yes,0
Yes,White,1999,19,Male,Yes,Yes,0
Yes,Black,2000,17,Male,Yes,Yes,1
Yes,White,1999,24,Male,Yes,Yes,2
Yes,White,2000,22,Male,Yes,Yes,0
No,White,1998,19,Male,Yes,Yes,5
Yes,White,2000,22,Male,Yes,Yes,2
Yes,White,1999,15,Male,Yes,Yes,3
Yes,White,1997,25,Male,No,No,3
Yes,White,1999,16,Female,Yes,Yes,0
Yes,Black,1998,19,Male,Yes,Yes,2
No,Black,1997,17,Male,No,No,4
Yes,White,2001,23,Male,No,Yes,2
No,Black,2000,35,Male,Yes,No,2
Yes,White,2001,19,Male,Yes,Yes,2
Yes,White,2001,18,Male,Yes,Yes,1
Yes,White,1998,21,Male,Yes,Yes,1
Yes,White,1999,24,Male,Yes,Yes,0
Yes,White,1998,19,Male,Yes,Yes,2
Yes,White,2001,40,Male,Yes,Yes,2
Yes,White,1999,20,Male,Yes,No,1
Yes,White,2002,29,Male,Yes,Yes,2
Yes,White,2000,22,Male,No,Yes,4
Yes,White,1999,39,Male,No,Yes,0
Yes,White,2001,19,Male,No,Yes,1
Yes,White,1999,45,Male,Yes,Yes,0
Yes,White,2001,19,Male,Yes,Yes,1
Yes,White,2000,23,Male,Yes,Yes,1
Yes,White,2001,15,Male,Yes,Yes,0
Yes,White,1998,25,Male,Yes,Yes,1
Yes,Black,2002,27,Male,Yes,Yes,1
No,White,2001,22,Male,No,Yes,0
Yes,White,2001,15,Male,Yes,Yes,0
Yes,White,2001,37,Male,Yes,Yes,2
Yes,White,2001,22,Male,Yes,Yes,0
Yes,White,2002,25,Male,No,Yes,3
No,White,2002,20,Male,No,Yes,3
Yes,White,1997,19,Female,Yes,Yes,2
Yes,White,2002,18,Male,Yes,Yes,4
No,White,1998,16,Male,Yes,Yes,0
Yes,White,1998,18,Male,Yes,Yes,1
Yes,Black,2000,22,Male,No,Yes,4
Yes,White,2000,23,Male,Yes,No,3
Yes,White,1999,19,Male,Yes,Yes,0
Yes,White,1999,17,Male,Yes,Yes,1
Yes,White,2001,53,Male,Yes,Yes,0
Yes,White,1999,22,Female,Yes,Yes,2
Yes,White,2001,30,Male,No,Yes,3
Yes,Black,1997,30,Male,Yes,No,2
Yes,White,1998,17,Male,Yes,Yes,2
Yes,Black,1997,31,Male,Yes,No,0
Yes,Black,1999,25,Male,Yes,Yes,0
Yes,White,2000,21,Female,Yes,Yes,1
No,White,1998,18,Male,Yes,Yes,4
Yes,Black,1999,30,Male,No,No,3
Yes,White,1999,18,Male,Yes,Yes,1
Yes,White,1998,20,Male,No,Yes,4
Yes,Black,2000,25,Male,No,No,1
Yes,Black,2000,42,Male,No,No,3
Yes,White,1998,20,Male,Yes,No,5
No,White,1998,24,Male,No,Yes,3
Yes,White,2000,25,Female,Yes,Yes,2
Yes,White,1999,22,Male,No,Yes,0
Yes,Black,2001,20,Male,Yes,Yes,1
Yes,White,2001,18,Male,No,Yes,0
Yes,Black,2000,19,Male,Yes,No,1
Yes,White,1998,19,Male,Yes,Yes,4
Yes,White,2000,31,Male,Yes,Yes,2
Yes,White,1999,29,Male,Yes,Yes,0
Yes,White,1998,52,Female,Yes,Yes,1
No,White,2001,24,Male,Yes,Yes,2
Yes,White,2001,24,Male,No,Yes,0
No,White,2001,39,Male,No,Yes,4
Yes,White,2001,18,Male,Yes,Yes,0
Yes,Black,1998,45,Male,Yes,No,3
Yes,White,1999,15,Male,Yes,Yes,0
Yes,White,1999,20,Male,Yes,Yes,3
Yes,White,2000,17,Male,Yes,Yes,1
No,White,2000,38,Male,Yes,Yes,4
Yes,White,2002,21,Male,Yes,No,0
Yes,Black,1999,21,Male,Yes,Yes,0
Yes,Black,1998,22,Male,Yes,Yes,2
Yes,White,1997,13,Male,Yes,No,0
Yes,Black,1999,19,Male,Yes,Yes,0
Yes,White,1999,27,Male,No,Yes,3
No,Black,2001,17,Male,Yes,Yes,3
Yes,Black,1999,19,Male,Yes,Yes,3
Yes,White,1999,39,Male,Yes,No,0
Yes,White,2001,36,Male,Yes,Yes,0
Yes,White,1998,24,Male,Yes,Yes,3
Yes,White,1997,17,Male,Yes,Yes,0
Yes,White,2000,42,Male,No,Yes,3
No,White,1997,18,Male,Yes,Yes,2
Yes,White,2000,17,Male,Yes,Yes,0
Yes,White,1999,19,Male,No,Yes,0
Yes,White,2002,36,Male,Yes,Yes,0
Yes,Black,2001,35,Male,No,No,3
Yes,White,2002,17,Male,Yes,Yes,0
No,Black,1998,24,Male,No,No,3
No,White,2001,19,Male,Yes,Yes,0
Yes,White,1997,19,Male,Yes,No,0
Yes,White,2002,21,Male,Yes,Yes,1
No,Black,1998,20,Male,Yes,No,0
Yes,White,2001,19,Male,Yes,Yes,3
No,White,2000,19,Male,Yes,Yes,4
Yes,Black,2001,20,Male,Yes,Yes,1
No,White,1997,54,Male,Yes,No,0
Yes,White,1998,16,Male,Yes,Yes,0
Yes,White,2000,21,Male,Yes,Yes,0
No,White,1999,24,Female,No,Yes,4
Yes,White,1998,22,Female,No,Yes,0
Yes,Black,1999,20,Male,No,Yes,2
Yes,White,1999,22,Male,Yes,Yes,0
Yes,White,2002,18,Male,Yes,Yes,0
Yes,Black,2001,18,Male,Yes,Yes,1
Yes,White,1998,29,Male,Yes,Yes,0
Yes,White,1998,17,Male,Yes,Yes,0
Yes,Black,2000,23,Male,Yes,Yes,4
Yes,White,1999,24,Male,Yes,Yes,2
Yes,White,1999,23,Male,Yes,Yes,0
No,Black,1999,19,Male,No,Yes,4
Yes,White,2000,38,Male,Yes,Yes,2
No,White,2000,19,Male,Yes,Yes,0
Yes,White,1999,17,Male,Yes,Yes,0
No,Black,2001,18,Male,Yes,Yes,5
Yes,White,2000,18,Male,Yes,Yes,1
Yes,Black,1999,14,Male,Yes,Yes,4
Yes,Black,1997,33,Male,No,No,2
Yes,Black,2001,25,Male,Yes,Yes,3
Yes,White,1999,22,Male,Yes,Yes,0
Yes,White,1999,15,Male,Yes,Yes,1
Yes,White,1998,20,Male,Yes,Yes,5
Yes,Black,2001,16,Male,Yes,Yes,1
Yes,White,2000,22,Male,Yes,Yes,3
Yes,White,2000,27,Male,Yes,Yes,3
Yes,White,1998,18,Male,Yes,Yes,0
Yes,White,2000,32,Male,Yes,Yes,1
Yes,White,2000,22,Male,Yes,Yes,3
Yes,White,2000,24,Male,Yes,Yes,1
No,Black,1998,23,Male,Yes,Yes,1
Yes,Black,2001,18,Male,Yes,Yes,1
Yes,White,1999,28,Male,Yes,Yes,4
Yes,Black,2001,27,Male,Yes,No,3
Yes,White,2002,21,Male,Yes,Yes,3
Yes,White,2001,19,Male,Yes,No,0
Yes,White,1998,15,Male,Yes,Yes,2
Yes,White,1999,27,Male,Yes,Yes,3
Yes,Black,1997,43,Male,Yes,No,1
Yes,White,1998,22,Male,Yes,Yes,5
Yes,White,1998,19,Male,Yes,Yes,0
Yes,White,1997,16,Male,Yes,Yes,1
Yes,White,2001,25,Male,Yes,Yes,0
Yes,White,1997,18,Male,Yes,Yes,0
Yes,White,2001,18,Male,Yes,Yes,0
No,White,2001,45,Male,No,Yes,1
No,Black,1999,20,Male,No,No,4
Yes,White,1997,15,Male,Yes,No,2
Yes,White,1998,21,Male,Yes,Yes,2
Yes,White,1998,16,Male,Yes,Yes,4
No,Black,1998,20,Male,Yes,Yes,4
No,White,2001,16,Male,Yes,Yes,3
No,White,2000,26,Female,No,Yes,2
Yes,White,2001,32,Male,Yes,Yes,0
Yes,White,1999,34,Female,Yes,Yes,0
Yes,White,2000,35,Male,Yes,Yes,4
Yes,White,1997,20,Male,Yes,No,3
Yes,Black,1999,17,Male,Yes,Yes,1
Yes,White,1999,36,Male,Yes,Yes,2
No,White,2000,13,Female,Yes,Yes,1
Yes,Black,2000,25,Male,Yes,Yes,0
No,Black,2000,35,Male,Yes,No,2
No,White,1999,27,Male,Yes,Yes,0
Yes,White,2001,19,Male,Yes,Yes,1
No,White,1998,38,Male,No,Yes,3
No,Black,1999,26,Female,Yes,Yes,4
Yes,White,2000,23,Male,Yes,Yes,0
Yes,Black,2001,40,Male,Yes,Yes,2
Yes,White,2000,19,Male,Yes,Yes,0
Yes,White,1999,19,Female,Yes,Yes,0
Yes,Black,2001,39,Male,Yes,No,3
Yes,Black,1999,19,Male,Yes,Yes,3
Yes,Black,1999,40,Male,No,Yes,3
Yes,White,2000,39,Male,Yes,Yes,2
Yes,White,2001,30,Male,No,No,3
Yes,White,1998,23,Male,Yes,Yes,0
Yes,White,1999,18,Male,Yes,Yes,1
No,White,2001,21,Male,Yes,No,0
Yes,White,1997,16,Male,Yes,Yes,0
No,White,2001,29,Male,Yes,Yes,1
Yes,Black,1999,26,Male,Yes,Yes,3
Yes,White,2001,18,Male,Yes,Yes,1
Yes,White,2001,37,Male,No,Yes,4
Yes,White,1997,35,Male,Yes,No,3
Yes,White,2000,23,Male,Yes,Yes,0
Yes,White,2000,17,Male,Yes,Yes,2
Yes,White,2001,21,Male,Yes,Yes,1
No,White,2000,29,Male,Yes,Yes,5
Yes,White,2001,21,Male,Yes,Yes,2
Yes,White,2001,18,Male,Yes,Yes,2
Yes,White,1997,17,Male,Yes,No,5
Yes,White,2001,32,Male,Yes,Yes,5
Yes,White,2001,36,Male,Yes,Yes,3
Yes,Black,1998,23,Male,Yes,Yes,3
Yes,Black,2000,41,Male,No,No,0
Yes,White,1998,23,Male,Yes,No,0
Yes,White,2000,26,Male,Yes,Yes,3
Yes,White,1997,35,Male,No,Yes,1
Yes,White,2000,19,Male,No,Yes,3
Yes,White,1999,22,Male,Yes,Yes,0
Yes,White,2000,22,Male,Yes,Yes,2
No,Black,2000,23,Male,Yes,No,1
Yes,White,1999,41,Male,Yes,Yes,4
Yes,White,1999,41,Male,Yes,Yes,1
No,Black,1997,29,Male,Yes,No,0
Yes,White,1998,16,Male,Yes,Yes,0
Yes,White,1999,34,Male,Yes,No,0
Yes,White,2000,22,Male,Yes,Yes,0
Yes,Black,1999,57,Male,No,No,3
Yes,White,2000,15,Male,Yes,Yes,0
Yes,White,1998,19,Male,No,Yes,4
Yes,White,2001,22,Male,Yes,Yes,0
Yes,White,2002,21,Male,Yes,Yes,0
No,Black,1998,16,Male,Yes,Yes,3
Yes,White,2000,24,Male,Yes,Yes,2
No,Black,2002,39,Female,Yes,Yes,1
Yes,White,2000,20,Male,Yes,Yes,4
Yes,Black,2001,21,Male,Yes,Yes,3
Yes,Black,1999,29,Male,No,No,0
Yes,White,1998,16,Female,Yes,Yes,1
Yes,White,1998,26,Male,Yes,Yes,2
Yes,White,2000,29,Male,Yes,Yes,2
Yes,Black,2000,18,Male,Yes,No,4
Yes,Black,2002,22,Male,No,Yes,2
Yes,Black,2001,20,Male,Yes,Yes,1
Yes,White,1997,19,Male,Yes,No,0
Yes,White,2001,18,Male,Yes,Yes,0
Yes,White,2000,25,Male,Yes,Yes,0
Yes,White,2001,22,Male,Yes,Yes,3
Yes,White,2000,19,Male,Yes,Yes,0
Yes,White,2001,35,Male,Yes,Yes,0
Yes,White,1997,46,Male,No,No,3
Yes,Black,2000,28,Male,Yes,No,0
Yes,Black,1998,51,Male,No,No,3
Yes,White,1998,17,Male,No,Yes,3
Yes,White,2001,17,Male,No,Yes,2
Yes,White,2001,18,Male,Yes,Yes,3
Yes,Black,1997,26,Male,Yes,Yes,2
No,Black,1998,17,Male,No,Yes,1
Yes,White,2001,20,Male,No,Yes,3
Yes,Black,1999,16,Male,Yes,Yes,5
Yes,Black,1998,18,Male,Yes,Yes,4
Yes,Black,1998,19,Male,No,Yes,0
Yes,White,1999,19,Female,Yes,Yes,0
Yes,White,2002,24,Male,Yes,Yes,0
Yes,Black,1998,18,Male,Yes,Yes,1
No,White,1997,19,Male,No,No,3
Yes,Black,1997,19,Male,Yes,No,0
Yes,White,2000,23,Male,No,Yes,0
No,Black,2000,22,Male,Yes,Yes,4
Yes,White,1998,16,Male,Yes,Yes,0
Yes,White,1998,17,Male,Yes,Yes,0
No,White,2001,33,Male,No,Yes,3
No,White,2001,47,Female,No,Yes,1
Yes,White,1999,16,Female,Yes,Yes,1
Yes,White,1999,18,Male,No,Yes,0
Yes,White,1997,16,Male,Yes,No,0
Yes,Black,1999,26,Male,No,Yes,0
Yes,White,1999,22,Male,Yes,Yes,0
No,Black,1998,19,Male,No,Yes,4
Yes,White,2000,18,Male,Yes,Yes,0
Yes,White,2000,17,Male,Yes,Yes,0
Yes,White,2001,23,Male,Yes,Yes,1
Yes,White,2002,21,Male,Yes,Yes,0
Yes,White,2000,21,Male,No,Yes,3
No,White,1998,18,Male,No,Yes,2
No,Black,1998,26,Male,Yes,No,1
Yes,White,1997,20,Female,Yes,Yes,0
